"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_E01","CO_E02","CO_E03","CO_E04","CO_E05","CO_E06","CO_E07","Basicweight"
257,227,5,3,2,1,3,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,25,,,,10.336208
257,227,5,3,2,1,3,9,"Ibitaro",0,15,,,,10.336208
257,227,5,3,2,1,3,19,"Insyo/amabarizo/aho bakora amavuta ateka",1,,2020,1,1,10.336208
257,227,5,3,2,1,3,22,"Kiliziya/Umusigiti/Urusengero",2,,1947,1,1,10.336208
257,227,5,3,2,1,3,3,"Ibigo by!amashuri yisumbuye",2,,1976,1,1,10.336208
257,227,5,3,2,1,3,17,"Imiryango itari ibigo by!imari itari iya leta",0,25,,,,10.336208
257,227,5,3,2,1,3,13,"Ibigo by!imari iciriritse",1,,2007,1,1,10.336208
257,227,5,3,2,1,3,7,"Amavuriro ya Leta/Ikigo nderabuzima",1,,1984,1,1,10.336208
257,227,5,3,2,1,3,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,25,,,,10.336208
257,227,5,3,2,1,3,11,"Amakusanyirizo y!amata",1,,2012,1,1,10.336208
257,227,5,3,2,1,3,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,10,,,,10.336208
257,227,5,3,2,1,3,15,"Ibiro by!iposita",0,99,,,,10.336208
257,227,5,3,2,1,3,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",1,,2012,1,1,10.336208
257,227,5,3,2,1,3,20,"Aho basharija/bakora telefoni",0,15,,,,10.336208
257,227,5,3,2,1,3,1,"Ibigo by!amashuri y!incuke",1,,2000,1,1,10.336208
257,227,5,3,2,1,3,2,"Ibigo by!amashuri yibanza",1,,1950,1,1,10.336208
257,227,5,3,2,1,3,5,"Aho bategera Bus",1,,2022,1,1,10.336208
257,227,5,3,2,1,3,16,"Aho abantu babonera Internet",0,25,,,,10.336208
257,227,5,3,2,1,3,12,"Amashami ya Banki",1,,1973,1,1,10.336208
257,227,5,3,2,1,3,6,"Amavuriro y!igenga",0,25,,,,10.336208
257,227,5,3,2,1,3,8,"Poste de sante cg Farumasi",0,12,,,,10.336208
258,228,5,3,2,1,1,12,"Amashami ya Banki",0,1,,,,137.657460869565
258,228,5,3,2,1,1,6,"Amavuriro y!igenga",0,3,,,,137.657460869565
258,228,5,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,0,,,,137.657460869565
258,228,5,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,1985,1,1,137.657460869565
258,228,5,3,2,1,1,16,"Aho abantu babonera Internet",0,3,,,,137.657460869565
258,228,5,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,137.657460869565
258,228,5,3,2,1,1,1,"Ibigo by!amashuri y!incuke",0,0,,,,137.657460869565
258,228,5,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,3,,,,137.657460869565
258,228,5,3,2,1,1,10,"Amasoko",0,1,,,,137.657460869565
258,228,5,3,2,1,1,9,"Ibitaro",0,10,,,,137.657460869565
258,228,5,3,2,1,1,5,"Aho bategera Bus",0,3,,,,137.657460869565
258,228,5,3,2,1,1,2,"Ibigo by!amashuri yibanza",0,0,,,,137.657460869565
258,228,5,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,3,,,,137.657460869565
258,228,5,3,2,1,1,11,"Amakusanyirizo y!amata",0,3,,,,137.657460869565
258,228,5,3,2,1,1,15,"Ibiro by!iposita",0,18,,,,137.657460869565
258,228,5,3,2,1,1,14,"Poste ya polisi",0,3,,,,137.657460869565
258,228,5,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,137.657460869565
258,228,5,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,3,,,,137.657460869565
258,228,5,3,2,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,137.657460869565
258,228,5,3,2,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,137.657460869565
258,228,5,3,2,1,1,8,"Poste de sante cg Farumasi",0,3,,,,137.657460869565
258,228,5,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,3,,,,137.657460869565
258,228,5,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",18,,888,1,1,137.657460869565
259,229,5,3,2,1,2,3,"Ibigo by!amashuri yisumbuye",0,3,,,,8.26972446043165
259,229,5,3,2,1,2,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,4,,,,8.26972446043165
259,229,5,3,2,1,2,10,"Amasoko",0,4,,,,8.26972446043165
259,229,5,3,2,1,2,20,"Aho basharija/bakora telefoni",0,4,,,,8.26972446043165
259,229,5,3,2,1,2,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,13,,,,8.26972446043165
259,229,5,3,2,1,2,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,99,,,,8.26972446043165
259,229,5,3,2,1,2,12,"Amashami ya Banki",0,13,,,,8.26972446043165
259,229,5,3,2,1,2,22,"Kiliziya/Umusigiti/Urusengero",1,,1999,3,,8.26972446043165
259,229,5,3,2,1,2,15,"Ibiro by!iposita",0,99,,,,8.26972446043165
259,229,5,3,2,1,2,11,"Amakusanyirizo y!amata",0,13,,,,8.26972446043165
259,229,5,3,2,1,2,2,"Ibigo by!amashuri yibanza",0,3,,,,8.26972446043165
259,229,5,3,2,1,2,5,"Aho bategera Bus",0,13,,,,8.26972446043165
259,229,5,3,2,1,2,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,8.26972446043165
259,229,5,3,2,1,2,14,"Poste ya polisi",0,4,,,,8.26972446043165
259,229,5,3,2,1,2,13,"Ibigo by!imari iciriritse",0,13,,,,8.26972446043165
259,229,5,3,2,1,2,16,"Aho abantu babonera Internet",0,13,,,,8.26972446043165
259,229,5,3,2,1,2,17,"Imiryango itari ibigo by!imari itari iya leta",0,13,,,,8.26972446043165
259,229,5,3,2,1,2,6,"Amavuriro y!igenga",0,13,,,,8.26972446043165
259,229,5,3,2,1,2,1,"Ibigo by!amashuri y!incuke",4,,2019,3,,8.26972446043165
259,229,5,3,2,1,2,8,"Poste de sante cg Farumasi",0,1,,,,8.26972446043165
259,229,5,3,2,1,2,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,13,,,,8.26972446043165
259,229,5,3,2,1,2,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,8.26972446043165
259,229,5,3,2,1,2,9,"Ibitaro",0,15,,,,8.26972446043165
260,230,5,3,2,1,1,16,"Aho abantu babonera Internet",0,12,,,,5.48211779359431
260,230,5,3,2,1,1,10,"Amasoko",0,5,,,,5.48211779359431
260,230,5,3,2,1,1,20,"Aho basharija/bakora telefoni",0,5,,,,5.48211779359431
260,230,5,3,2,1,1,14,"Poste ya polisi",7,,1973,1,1,5.48211779359431
260,230,5,3,2,1,1,15,"Ibiro by!iposita",0,99,,,,5.48211779359431
260,230,5,3,2,1,1,1,"Ibigo by!amashuri y!incuke",7,,2021,3,,5.48211779359431
260,230,5,3,2,1,1,8,"Poste de sante cg Farumasi",0,12,,,,5.48211779359431
260,230,5,3,2,1,1,12,"Amashami ya Banki",0,12,,,,5.48211779359431
260,230,5,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,99,,,,5.48211779359431
260,230,5,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,12,,,,5.48211779359431
260,230,5,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,12,,,,5.48211779359431
260,230,5,3,2,1,1,11,"Amakusanyirizo y!amata",0,7,,,,5.48211779359431
260,230,5,3,2,1,1,5,"Aho bategera Bus",0,12,,,,5.48211779359431
260,230,5,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,5,,,,5.48211779359431
260,230,5,3,2,1,1,2,"Ibigo by!amashuri yibanza",1,,1986,3,,5.48211779359431
260,230,5,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,12,,,,5.48211779359431
260,230,5,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,12,,,,5.48211779359431
260,230,5,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,5,,,,5.48211779359431
260,230,5,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,0,,,,5.48211779359431
260,230,5,3,2,1,1,6,"Amavuriro y!igenga",0,12,,,,5.48211779359431
260,230,5,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,5,,,,5.48211779359431
260,230,5,3,2,1,1,13,"Ibigo by!imari iciriritse",0,7,,,,5.48211779359431
260,230,5,3,2,1,1,9,"Ibitaro",14,,1973,1,1,5.48211779359431
261,231,5,3,2,1,2,10,"Amasoko",0,1,,,,1.95926893617021
261,231,5,3,2,1,2,16,"Aho abantu babonera Internet",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,3,"Ibigo by!amashuri yisumbuye",0,1,,,,1.95926893617021
261,231,5,3,2,1,2,1,"Ibigo by!amashuri y!incuke",2,,2021,2,1,1.95926893617021
261,231,5,3,2,1,2,14,"Poste ya polisi",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,9,"Ibitaro",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,2,"Ibigo by!amashuri yibanza",1,,2019,3,,1.95926893617021
261,231,5,3,2,1,2,8,"Poste de sante cg Farumasi",0,15,,,,1.95926893617021
261,231,5,3,2,1,2,6,"Amavuriro y!igenga",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,17,"Imiryango itari ibigo by!imari itari iya leta",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,12,"Amashami ya Banki",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,20,"Aho basharija/bakora telefoni",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,7,"Amavuriro ya Leta/Ikigo nderabuzima",1,,1997,1,1,1.95926893617021
261,231,5,3,2,1,2,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,15,,,,1.95926893617021
261,231,5,3,2,1,2,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,13,"Ibigo by!imari iciriritse",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,22,"Kiliziya/Umusigiti/Urusengero",3,,1998,3,,1.95926893617021
261,231,5,3,2,1,2,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,20,,,,1.95926893617021
261,231,5,3,2,1,2,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",1,,2014,3,,1.95926893617021
261,231,5,3,2,1,2,11,"Amakusanyirizo y!amata",0,2,,,,1.95926893617021
261,231,5,3,2,1,2,15,"Ibiro by!iposita",0,99,,,,1.95926893617021
261,231,5,3,2,1,2,5,"Aho bategera Bus",0,15,,,,1.95926893617021
262,232,5,3,2,1,1,15,"Ibiro by!iposita",0,80,,,,7.84644511904762
262,232,5,3,2,1,1,16,"Aho abantu babonera Internet",0,20,,,,7.84644511904762
262,232,5,3,2,1,1,1,"Ibigo by!amashuri y!incuke",2,,2020,1,3,7.84644511904762
262,232,5,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,8,,,,7.84644511904762
262,232,5,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,20,,,,7.84644511904762
262,232,5,3,2,1,1,8,"Poste de sante cg Farumasi",0,1,,,,7.84644511904762
262,232,5,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,7.84644511904762
262,232,5,3,2,1,1,5,"Aho bategera Bus",0,20,,,,7.84644511904762
262,232,5,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2016,3,,7.84644511904762
262,232,5,3,2,1,1,11,"Amakusanyirizo y!amata",0,20,,,,7.84644511904762
262,232,5,3,2,1,1,13,"Ibigo by!imari iciriritse",0,20,,,,7.84644511904762
262,232,5,3,2,1,1,20,"Aho basharija/bakora telefoni",0,8,,,,7.84644511904762
262,232,5,3,2,1,1,2,"Ibigo by!amashuri yibanza",1,,1925,1,3,7.84644511904762
262,232,5,3,2,1,1,10,"Amasoko",0,8,,,,7.84644511904762
262,232,5,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,5,,,,7.84644511904762
262,232,5,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,8,,,,7.84644511904762
262,232,5,3,2,1,1,12,"Amashami ya Banki",0,20,,,,7.84644511904762
262,232,5,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,20,,,,7.84644511904762
262,232,5,3,2,1,1,9,"Ibitaro",0,20,,,,7.84644511904762
262,232,5,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,12,,,,7.84644511904762
262,232,5,3,2,1,1,6,"Amavuriro y!igenga",0,20,,,,7.84644511904762
262,232,5,3,2,1,1,14,"Poste ya polisi",8,,1973,1,1,7.84644511904762
262,232,5,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,5,,,,7.84644511904762
263,233,5,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,8,,,,13.49487
263,233,5,3,2,1,1,12,"Amashami ya Banki",0,15,,,,13.49487
263,233,5,3,2,1,1,11,"Amakusanyirizo y!amata",0,22,,,,13.49487
263,233,5,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",1,,2018,1,1,13.49487
263,233,5,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,4,,,,13.49487
263,233,5,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,15,,,,13.49487
263,233,5,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,15,,,,13.49487
263,233,5,3,2,1,1,9,"Ibitaro",10,,1980,1,1,13.49487
263,233,5,3,2,1,1,20,"Aho basharija/bakora telefoni",0,15,,,,13.49487
263,233,5,3,2,1,1,8,"Poste de sante cg Farumasi",0,7,,,,13.49487
263,233,5,3,2,1,1,16,"Aho abantu babonera Internet",0,15,,,,13.49487
263,233,5,3,2,1,1,10,"Amasoko",0,15,,,,13.49487
263,233,5,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,60,,,,13.49487
263,233,5,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,15,,,,13.49487
263,233,5,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,4,,,,13.49487
263,233,5,3,2,1,1,6,"Amavuriro y!igenga",0,7,,,,13.49487
263,233,5,3,2,1,1,5,"Aho bategera Bus",22,,2000,3,,13.49487
263,233,5,3,2,1,1,15,"Ibiro by!iposita",0,60,,,,13.49487
263,233,5,3,2,1,1,1,"Ibigo by!amashuri y!incuke",1,,2021,3,,13.49487
263,233,5,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,12,,,,13.49487
263,233,5,3,2,1,1,2,"Ibigo by!amashuri yibanza",1,,2021,3,,13.49487
263,233,5,3,2,1,1,14,"Poste ya polisi",0,15,,,,13.49487
263,233,5,3,2,1,1,13,"Ibigo by!imari iciriritse",0,15,,,,13.49487
264,234,5,3,1,1,3,22,"Kiliziya/Umusigiti/Urusengero",1,,1952,1,1,12.3318692307692
264,234,5,3,1,1,3,6,"Amavuriro y!igenga",0,25,,,,12.3318692307692
264,234,5,3,1,1,3,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,14,"Poste ya polisi",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,6,,,,12.3318692307692
264,234,5,3,1,1,3,9,"Ibitaro",0,25,,,,12.3318692307692
264,234,5,3,1,1,3,1,"Ibigo by!amashuri y!incuke",3,,2020,1,1,12.3318692307692
264,234,5,3,1,1,3,8,"Poste de sante cg Farumasi",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,16,"Aho abantu babonera Internet",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,17,"Imiryango itari ibigo by!imari itari iya leta",0,25,,,,12.3318692307692
264,234,5,3,1,1,3,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,12,"Amashami ya Banki",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,15,"Ibiro by!iposita",0,99,,,,12.3318692307692
264,234,5,3,1,1,3,20,"Aho basharija/bakora telefoni",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,2,"Ibigo by!amashuri yibanza",0,0,,,,12.3318692307692
264,234,5,3,1,1,3,5,"Aho bategera Bus",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,25,,,,12.3318692307692
264,234,5,3,1,1,3,11,"Amakusanyirizo y!amata",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,3,"Ibigo by!amashuri yisumbuye",0,1,,,,12.3318692307692
264,234,5,3,1,1,3,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,25,,,,12.3318692307692
264,234,5,3,1,1,3,13,"Ibigo by!imari iciriritse",0,3,,,,12.3318692307692
264,234,5,3,1,1,3,10,"Amasoko",0,3,,,,12.3318692307692
265,235,5,3,2,1,2,10,"Amasoko",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,5,"Aho bategera Bus",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,17,"Imiryango itari ibigo by!imari itari iya leta",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,14,"Poste ya polisi",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,22,"Kiliziya/Umusigiti/Urusengero",2,,1935,3,,90.9270416666667
265,235,5,3,2,1,2,4,"Ikigo cy!amashuri y!imyuga  (TVET)",6,,2003,1,1,90.9270416666667
265,235,5,3,2,1,2,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,16,,,,90.9270416666667
265,235,5,3,2,1,2,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,2,,,,90.9270416666667
265,235,5,3,2,1,2,6,"Amavuriro y!igenga",0,16,,,,90.9270416666667
265,235,5,3,2,1,2,1,"Ibigo by!amashuri y!incuke",4,,2020,3,,90.9270416666667
265,235,5,3,2,1,2,16,"Aho abantu babonera Internet",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,3,"Ibigo by!amashuri yisumbuye",1,,2009,1,1,90.9270416666667
265,235,5,3,2,1,2,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,12,"Amashami ya Banki",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,9,"Ibitaro",0,36,,,,90.9270416666667
265,235,5,3,2,1,2,20,"Aho basharija/bakora telefoni",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,11,"Amakusanyirizo y!amata",0,2,,,,90.9270416666667
265,235,5,3,2,1,2,2,"Ibigo by!amashuri yibanza",1,,1935,1,1,90.9270416666667
265,235,5,3,2,1,2,15,"Ibiro by!iposita",0,99,,,,90.9270416666667
265,235,5,3,2,1,2,13,"Ibigo by!imari iciriritse",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,8,"Poste de sante cg Farumasi",0,6,,,,90.9270416666667
265,235,5,3,2,1,2,21,"Ipompo izamura amazi ikoresha amashanyarazi",1,,2022,1,3,90.9270416666667
266,236,5,3,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,8,,,,115.230054545455
266,236,5,3,2,1,1,12,"Amashami ya Banki",0,8,,,,115.230054545455
266,236,5,3,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,8,,,,115.230054545455
266,236,5,3,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,115.230054545455
266,236,5,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,0,,,,115.230054545455
266,236,5,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,8,,,,115.230054545455
266,236,5,3,2,1,1,13,"Ibigo by!imari iciriritse",0,8,,,,115.230054545455
266,236,5,3,2,1,1,9,"Ibitaro",0,16,,,,115.230054545455
266,236,5,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,8,,,,115.230054545455
266,236,5,3,2,1,1,8,"Poste de sante cg Farumasi",0,1,,,,115.230054545455
266,236,5,3,2,1,1,16,"Aho abantu babonera Internet",0,8,,,,115.230054545455
266,236,5,3,2,1,1,20,"Aho basharija/bakora telefoni",0,8,,,,115.230054545455
266,236,5,3,2,1,1,11,"Amakusanyirizo y!amata",0,8,,,,115.230054545455
266,236,5,3,2,1,1,5,"Aho bategera Bus",0,8,,,,115.230054545455
266,236,5,3,2,1,1,10,"Amasoko",2,,2012,3,,115.230054545455
266,236,5,3,2,1,1,15,"Ibiro by!iposita",0,99,,,,115.230054545455
266,236,5,3,2,1,1,6,"Amavuriro y!igenga",0,8,,,,115.230054545455
266,236,5,3,2,1,1,1,"Ibigo by!amashuri y!incuke",3,,2015,3,,115.230054545455
266,236,5,3,2,1,1,14,"Poste ya polisi",0,3,,,,115.230054545455
266,236,5,3,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,44,,,,115.230054545455
266,236,5,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,3,,,,115.230054545455
266,236,5,3,2,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,115.230054545455
266,236,5,3,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,115.230054545455
267,237,5,3,1,1,1,16,"Aho abantu babonera Internet",0,0,,,,31.9791152777778
267,237,5,3,1,1,1,10,"Amasoko",1,,1980,1,1,31.9791152777778
267,237,5,3,1,1,1,6,"Amavuriro y!igenga",0,1,,,,31.9791152777778
267,237,5,3,1,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,31.9791152777778
267,237,5,3,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,0,,,,31.9791152777778
267,237,5,3,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,23,,,,31.9791152777778
267,237,5,3,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,31.9791152777778
267,237,5,3,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",1,,2022,1,1,31.9791152777778
267,237,5,3,1,1,1,13,"Ibigo by!imari iciriritse",0,0,,,,31.9791152777778
267,237,5,3,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,1982,1,1,31.9791152777778
267,237,5,3,1,1,1,5,"Aho bategera Bus",1,,1970,1,1,31.9791152777778
267,237,5,3,1,1,1,9,"Ibitaro",0,1,,,,31.9791152777778
267,237,5,3,1,1,1,12,"Amashami ya Banki",0,0,,,,31.9791152777778
267,237,5,3,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,2,,,,31.9791152777778
267,237,5,3,1,1,1,15,"Ibiro by!iposita",0,90,,,,31.9791152777778
267,237,5,3,1,1,1,11,"Amakusanyirizo y!amata",0,23,,,,31.9791152777778
267,237,5,3,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,31.9791152777778
267,237,5,3,1,1,1,8,"Poste de sante cg Farumasi",1,,1999,1,1,31.9791152777778
267,237,5,3,1,1,1,14,"Poste ya polisi",0,0,,,,31.9791152777778
267,237,5,3,1,1,1,1,"Ibigo by!amashuri y!incuke",0,1,,,,31.9791152777778
267,237,5,3,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,0,,,,31.9791152777778
267,237,5,3,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,1,,,,31.9791152777778
267,237,5,3,1,1,1,20,"Aho basharija/bakora telefoni",0,0,,,,31.9791152777778
268,238,5,3,1,1,2,17,"Imiryango itari ibigo by!imari itari iya leta",0,25,,,,6.19307276595745
268,238,5,3,1,1,2,10,"Amasoko",1,,1980,1,1,6.19307276595745
268,238,5,3,1,1,2,9,"Ibitaro",1,,1973,1,1,6.19307276595745
268,238,5,3,1,1,2,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,0,,,,6.19307276595745
268,238,5,3,1,1,2,22,"Kiliziya/Umusigiti/Urusengero",5,,1983,1,1,6.19307276595745
268,238,5,3,1,1,2,1,"Ibigo by!amashuri y!incuke",0,0,,,,6.19307276595745
268,238,5,3,1,1,2,5,"Aho bategera Bus",0,0,,,,6.19307276595745
268,238,5,3,1,1,2,15,"Ibiro by!iposita",0,89,,,,6.19307276595745
268,238,5,3,1,1,2,20,"Aho basharija/bakora telefoni",1,,2010,1,1,6.19307276595745
268,238,5,3,1,1,2,3,"Ibigo by!amashuri yisumbuye",1,,1983,1,1,6.19307276595745
268,238,5,3,1,1,2,14,"Poste ya polisi",1,,2000,1,1,6.19307276595745
268,238,5,3,1,1,2,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,2,,,,6.19307276595745
268,238,5,3,1,1,2,11,"Amakusanyirizo y!amata",0,0,,,,6.19307276595745
268,238,5,3,1,1,2,19,"Insyo/amabarizo/aho bakora amavuta ateka",3,,2005,1,1,6.19307276595745
268,238,5,3,1,1,2,6,"Amavuriro y!igenga",0,0,,,,6.19307276595745
268,238,5,3,1,1,2,2,"Ibigo by!amashuri yibanza",2,,1996,1,1,6.19307276595745
268,238,5,3,1,1,2,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",1,,2018,1,1,6.19307276595745
268,238,5,3,1,1,2,16,"Aho abantu babonera Internet",0,25,,,,6.19307276595745
268,238,5,3,1,1,2,7,"Amavuriro ya Leta/Ikigo nderabuzima",1,,1981,1,1,6.19307276595745
268,238,5,3,1,1,2,12,"Amashami ya Banki",1,,1987,1,1,6.19307276595745
268,238,5,3,1,1,2,8,"Poste de sante cg Farumasi",0,0,,,,6.19307276595745
268,238,5,3,1,1,2,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,25,,,,6.19307276595745
268,238,5,3,1,1,2,13,"Ibigo by!imari iciriritse",1,,2014,1,1,6.19307276595745
269,239,5,3,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,13,,,,7.10105867403315
269,239,5,3,2,1,1,15,"Ibiro by!iposita",0,99,,,,7.10105867403315
269,239,5,3,2,1,1,9,"Ibitaro",0,13,,,,7.10105867403315
269,239,5,3,2,1,1,1,"Ibigo by!amashuri y!incuke",4,,2021,3,,7.10105867403315
269,239,5,3,2,1,1,2,"Ibigo by!amashuri yibanza",0,4,,,,7.10105867403315
269,239,5,3,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,99,,,,7.10105867403315
269,239,5,3,2,1,1,13,"Ibigo by!imari iciriritse",0,13,,,,7.10105867403315
269,239,5,3,2,1,1,12,"Amashami ya Banki",0,13,,,,7.10105867403315
269,239,5,3,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2007,3,,7.10105867403315
269,239,5,3,2,1,1,11,"Amakusanyirizo y!amata",0,13,,,,7.10105867403315
269,239,5,3,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,13,,,,7.10105867403315
269,239,5,3,2,1,1,6,"Amavuriro y!igenga",0,25,,,,7.10105867403315
